1.123471467391304373e+02,1.162759205132775087e+01,1.250742857142857076e+02,7.221837523830242844e+01,1.000000000000000000e+00
1.291992187500000000e+02,9.117318975935939207e+00,1.937937414965986136e+02,1.118935716430859344e+02,1.000000000000000000e+00
8.613281250000000000e+01,1.894884294987173234e+01,5.286022675736960963e+01,3.052556843537644227e+01,1.000000000000000000e+00
1.519990808823529278e+02,1.631391001729161161e+01,1.237623582766439796e+02,7.146093357572551952e+01,1.000000000000000000e+00
1.722656250000000000e+02,3.475067046336883436e+01,1.125587301587301425e+02,6.499251583465952820e+01,2.000000000000000000e+00
8.613281250000000000e+01,2.044648330079800047e+01,1.309605442176870724e+02,7.561680818374146895e+01,2.000000000000000000e+00
1.123471467391304373e+02,1.652254064471732065e+01,1.245518367346938646e+02,7.191673917799251115e+01,2.000000000000000000e+00
1.614990234375000000e+02,2.481597111463700145e+01,8.798040816326530944e+01,5.080221491779753507e+01,2.000000000000000000e+00
8.074951171875000000e+01,1.302014706348673023e+01,3.514688435374149549e+02,2.029273343409205097e+02,2.000000000000000000e+00
1.359991776315789593e+02,1.337889597723297541e+01,7.712507936507935824e+01,4.453488785179140308e+01,2.000000000000000000e+00
1.614990234375000000e+02,2.479744828228644948e+01,1.203722448979591775e+02,6.950365069510553440e+01,2.000000000000000000e+00
1.614990234375000000e+02,2.075220770753428923e+01,9.831328798185940343e+01,5.676790590903839018e+01,2.000000000000000000e+00
1.123471467391304373e+02,1.121162828611539020e+01,5.810793650793650755e+01,3.355533513894530984e+01,2.000000000000000000e+00
1.359991776315789593e+02,8.299788455726345049e+00,1.258869841269841174e+02,7.268758688765187514e+01,2.000000000000000000e+00
1.722656250000000000e+02,3.277729596714620897e+01,1.115602721088435345e+02,6.441605580768963080e+01,2.000000000000000000e+00
1.722656250000000000e+02,2.470671843983132021e+01,9.959038548752833719e+01,5.750523850279191862e+01,2.000000000000000000e+00
1.076660156250000000e+02,1.522221411135403990e+01,8.248888888888888005e+01,4.763168475704124205e+01,3.000000000000000000e+00
1.435546875000000000e+02,2.252754603134020428e+01,1.188513378684807265e+02,6.862555460808793839e+01,3.000000000000000000e+00
1.435546875000000000e+02,1.663416125406759960e+01,1.045246258503401293e+02,6.035402352294747175e+01,3.000000000000000000e+00
1.123471467391304373e+02,1.535236588672060520e+01,3.066078911564625855e+02,1.770268513914774644e+02,3.000000000000000000e+00
7.382812500000000000e+01,1.816058051770185244e+01,1.389830385487528304e+02,8.024859746250217540e+01,3.000000000000000000e+00
8.613281250000000000e+01,2.231048161433913535e+01,8.309260770975056687e+01,4.798024198420688435e+01,3.000000000000000000e+00
1.076660156250000000e+02,1.266633852588542375e+01,9.339065759637188080e+01,5.392582390999930197e+01,3.000000000000000000e+00
1.291992187500000000e+02,1.082616570706704628e+01,2.467468480725623863e+02,1.424660620222304885e+02,3.000000000000000000e+00
1.174538352272727337e+02,2.790359520698310192e+01,9.108027210884354474e+01,5.259192221627679231e+01,3.000000000000000000e+00
1.435546875000000000e+02,1.355397862411737897e+01,6.047637188208616266e+01,3.492275196598340159e+01,3.000000000000000000e+00
1.174538352272727337e+02,1.647187569352016112e+01,1.107011337868480609e+02,6.392003206350808853e+01,3.000000000000000000e+00
1.230468750000000000e+02,1.058517906343647752e+01,8.424199546485262147e+01,4.864384132040574826e+01,3.000000000000000000e+00
